,Sentence,scores,compound,pos,neg,type
2465,"Currently , YIT builds a housing estate Zapadnye Vorota 26,000 square metres in the city and a house 9,910 square metres , which will be completed at the end of 2009 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2466,"Fiskars , the World 's  1 Scissors Brand TM , recently won Learning -« Magazine 's 2011 Teachers ' Choice Award for the Classroom .","{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.802}",0.802,0.286,0.0,POS
2467,Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,"{'neg': 0.063, 'neu': 0.937, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.063,NEG
2468,Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,"{'neg': 0.153, 'neu': 0.694, 'pos': 0.153, 'compound': 0.0}",0.0,0.153,0.153,NEUTRAL
2469,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .","{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.6124}",0.6124,0.208,0.0,POS
2470,"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2471,"At this stage , a maximum of 60,000 Tulikivi Series A shares will be acquired , representing about 0.16 per cent of the company -¦ s shares outstanding .","{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.8126}",0.8126,0.296,0.0,POS
2472,This acquisition supports our strategy of being close to our customers all around the world offering both equipment and related services .,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3612}",0.3612,0.111,0.0,POS
2473,Barclays Bonds Rise as Lender Cuts Dividends to Shore Up Capital,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.18,NEG
2474,$INVE : SEE YA ABOVE $8,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2475,The Group 's revenue in 2009 amounted to EUR 70 million and the company currently employs approximately 780 people .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2476,"Estonian telecoms company Elisa 's customer numbers cross 400,000 TALLINN , Oct 22 , BNS - The Estonian telecommunications company Elisa won approximately 50,000 new clients in the nine months of this year , bringing the number to 401,800 by the end of September , the company said .","{'neg': 0.0, 'neu': 0.891, 'pos': 0.109, 'compound': 0.6124}",0.6124,0.109,0.0,POS
2477,Construction is expected to be completed in the summer of 2011 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2478,Poyry is a global expert in consulting and engineering .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2479,"Vaisala Oyj Stock exchange release 26.03.2010 klo 09.00 1 ( 1 ) The Annual General Meeting of Vaisala Oyj decided on March 25 , 2010 to approve the Company 's annual accounts for 2009 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2480,Net sales increased to EUR193 .3 m from EUR179 .9 m and pretax profit rose by 34.2 % to EUR43 .1 m. ( EUR1 = USD1 .4 ),"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.6124}",0.6124,0.2,0.0,POS
2481,Operating profit in the fourth quarter went down to EUR3m from EUR4 .2 m for the corresponding period of 2009 as it included costs of growth projects .,"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.6705}",0.6705,0.186,0.0,POS
2482,COMPTEL CORPORATION Sami Ervio President and CEO Distribution : NASDAQ OMX Helsinki Major media Comptel Dynamic OSS solutions enable telecom service providers to deliver services flexibly and charge them effectively .,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.8176}",0.8176,0.275,0.0,POS
2483,`` Our Vaalipalvelu-service was especially developed for use by communities and organizations .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2484,The announcement comes two weeks before a key licensing agreement expires between between the two companies which are embroiled in a disagreement over royalty payments for Texas Instrument chips which use Qualcomm-patented technology .,"{'neg': 0.072, 'neu': 0.836, 'pos': 0.092, 'compound': 0.1779}",0.1779,0.092,0.072,POS
2485,According to an  posted by the World Intellectual Property Organization : `` The present invention relates to hydrocarbons and particularly to the manufacture of hydrocarbon components suitable as aviation fuels or jet fuels and as blending stocks for aviation fuels .,"{'neg': 0.0, 'neu': 0.92, 'pos': 0.08, 'compound': 0.5106}",0.5106,0.08,0.0,POS
2486,"The orders consist in total of over 1,600 panels of lift-away weatherdeck hatch covers and they will be delivered for container vessels with capacities ranging from 2,000 to 13,300 TEUs .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2487,The company supports its global customers in developing new technologies and offers a fast route from product development to applications and volume production .,"{'neg': 0.0, 'neu': 0.894, 'pos': 0.106, 'compound': 0.3612}",0.3612,0.106,0.0,POS
2488,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .","{'neg': 0.058, 'neu': 0.942, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.058,NEG
2489,Imperial Tobacco Adds Quarterly Dividends After Profit Rose,"{'neg': 0.0, 'neu': 0.707, 'pos': 0.293, 'compound': 0.4404}",0.4404,0.293,0.0,POS
2490,$NFLX +1% $104.80 LONG streaming services rapidly outpacing traditional cable,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2491,"The buyer is real estate owner Propertos Oy , but the companies have agreed not to disclose financial details of the deal .","{'neg': 0.0, 'neu': 0.883, 'pos': 0.117, 'compound': 0.3919}",0.3919,0.117,0.0,POS
2492,"However , the broker gave an `` outperform '' recommendation on the stock .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2493,Airbus has 100 firm orders for the A350 and 89 nonbinding commitments .,"{'neg': 0.0, 'neu': 0.88, 'pos': 0.12, 'compound': 0.128}",0.128,0.12,0.0,POS
2494,"Den Bosch-based TomTom is Europe 's largest maker of automotive navigation devices , while Cayman Islands-based Garmin is larger in the U.S. and overall .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2495,Also construction expenses have gone up in Russia .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2496,Double bottom with handle buy point of 56.49 $WMT http://chart.ly/ml857v3,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2497,"Aspo Plc STOCK EXCHANGE RELEASE February 11 , 2011 at8 .45 a.m. ESL Shipping Ltd , part of Aspo Group , has signed a new , long-term contract with Rautaruukki Corporation for the marine transport of raw materials on the Baltic Sea .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2498,UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,"{'neg': 0.16, 'neu': 0.84, 'pos': 0.0, 'compound': -0.2732}",-0.2732,0.0,0.16,NEG
2499,"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .","{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.4404}",0.4404,0.104,0.0,POS
2500,"Aspocomp Group , headquartered in Helsinki , Finland , develops interconnection solutions for the electronics industry .","{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.1779}",0.1779,0.124,0.0,POS
2501,"The Economic Development and Trade Ministry and Industry and Energy Ministry , along with the Kostroma regional administration and the Russian Lumberman and Timber Exporters Union , has been carrying out work to acquire investment for the construction of a pulp and paper mill in Neya since 2003 .","{'neg': 0.0, 'neu': 0.954, 'pos': 0.046, 'compound': 0.2732}",0.2732,0.046,0.0,POS
2502,$RIMM $spx $nya $compq $djia all going down,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2503,"9 September 2010 - Finnish stationery and gift retailer Tiimari HEL : TII1V said today its net sales rose by 2 % year-on-year to EUR5 .7 m in August 2010 , driven by growth in Finland , while demand in the Baltics remained weak .","{'neg': 0.105, 'neu': 0.764, 'pos': 0.131, 'compound': 0.2732}",0.2732,0.131,0.105,POS
2504,M2 Communications disclaims all liability for information provided within information on on the world wide web .,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.2023}",-0.2023,0.0,0.107,NEG
2505,"In a note to clients published , the Dutch broker described the company 's third quarter results as ` soft ' , although it also noted that Elcoteq retained its guidance , dealers said .","{'neg': 0.0, 'neu': 0.961, 'pos': 0.039, 'compound': 0.0258}",0.0258,0.039,0.0,POS
2506,"The firm 's UK head office is in Rugby Road , Lutterworth .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2507,"The OMX Nordic 40 ( OMXN40 ) index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed up 0.43 % at 1,138.84 points on Wednesday .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2508,"In addition to software development , the new design unit will provide for mechanical engineering and electronics design .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2509,CRH's concrete bid for Holcim Lafarge assets,"{'neg': 0.0, 'neu': 0.779, 'pos': 0.221, 'compound': 0.1779}",0.1779,0.221,0.0,POS
2510,"Net sales for the financial year 2006 are expected to amount to about EUR20m and the operating result EBIT is expected to be a loss , as announced before .","{'neg': 0.081, 'neu': 0.919, 'pos': 0.0, 'compound': -0.3182}",-0.3182,0.0,0.081,NEG
2511,"Seller is the Finnish Elcoteq Group , the largest European electronics manufacturing services company .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2512,Sales at the unit slumped last year after the industry was hit by poor snowfall in the major resorts in the winter of 2006-07 .,"{'neg': 0.119, 'neu': 0.881, 'pos': 0.0, 'compound': -0.4767}",-0.4767,0.0,0.119,NEG
2513,"Salcomp Oyj , the Finnish maker of mobile phone chargers , Monday posted a EUR1 .49 million loss in the second quarter compared with a 1.70 million profit in the same period the previous year .","{'neg': 0.067, 'neu': 0.848, 'pos': 0.085, 'compound': 0.1531}",0.1531,0.085,0.067,POS
2514,Finnish Cargotec has been awarded a significant order for a total of 292 Hiab loader cranes by BAE Systems in the US .,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.5423}",0.5423,0.2,0.0,POS
2515,The company expects its net sales for the whole 2009 to remain below the 2008 level .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2516,The employee negotiations are to address measures needed to adjust the operations to the present production situation .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2517,"DJI overbought: $AAPL, $AXP, $BA, $CVX, $IBM, $INTC, $VZ https://t.co/wMy1PnomJF","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2518,"Steve Jackson , eBusiness Analyst at Satama and former CEO of Aboavista said : `` Google broke the mold when they gave away Google Analytics for free .","{'neg': 0.096, 'neu': 0.79, 'pos': 0.113, 'compound': 0.128}",0.128,0.113,0.096,POS
2519,"`` We 're delighted with the move '' says Morna Cowie , co-owner , above , `` it 's double the size of our current shop and has a lovely feel to it . ''","{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.7964}",0.7964,0.202,0.0,POS
2520,"Via the plant , the Belgian company will feed 8.4 MW of electricity into the distribution grid and will be able to deliver up to 14 MW of heat .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2521,"The money will be spread mainly over 2011 and 2012 , the company said .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2522,"At this growth rate , paying off the national debt will be extremely painful .","{'neg': 0.311, 'neu': 0.547, 'pos': 0.142, 'compound': -0.4754}",-0.4754,0.142,0.311,NEG
2523,The agreement strengthens our long-term partnership with Nokia Siemens Networks .,"{'neg': 0.0, 'neu': 0.563, 'pos': 0.437, 'compound': 0.7351}",0.7351,0.437,0.0,POS
2524,"These sections will be put into place to form the load-bearing steel structure of the bridge , '' says Sami Eronen , Senior Vice President , Infrastructure and Northern Europe , Ruukki Construction .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2525,"The production capacity can be tripled without any major additional investments , the company said .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2526,SABMiller buys Meantime to quench thirst for craft beer,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2527,Finnish Outotec has been awarded a contract to supply a new zinc roaster with gas cleaning and sulphuric acid plant for the OZK Kardzhali zinc smelter in Bulgaria .,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4019}",0.4019,0.097,0.0,POS
2528,"The customer is then forwarded to the site , and unknown to him logged in with the first number .","{'neg': 0.0, 'neu': 0.929, 'pos': 0.071, 'compound': 0.0772}",0.0772,0.071,0.0,POS
2529,"CapMan , an asset manager , has EUR 3bn worth of assets under management in the Nordic region .","{'neg': 0.0, 'neu': 0.681, 'pos': 0.319, 'compound': 0.6249}",0.6249,0.319,0.0,POS
2530,L&T 's net profit for the whole 2010 dropped to EUR 36 million from EUR 45 million for 2009 .,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}",0.4404,0.139,0.0,POS
2531,Vacon recently announced plans to build its North American headquarters at 5 Business Park in Chambersburg .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2532,"Incap , headquartered in Oulu , Finland , is a electronics contract manufacturer with some 750 employees in Finland , Estonia and India .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2533,"Pretax loss totalled EUR 49.9 mn , compared to a loss of EUR 15.4 mn in the corresponding period in 2008 .","{'neg': 0.213, 'neu': 0.787, 'pos': 0.0, 'compound': -0.5574}",-0.5574,0.0,0.213,NEG
2534,"The Vaisala Group is a successful international technology company that develops , manufactures and markets electronic measurement systems and products .","{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.5859}",0.5859,0.183,0.0,POS
2535,Earnings per share EPS in the first quarter amounted to a loss of EUR0 .20 .,"{'neg': 0.139, 'neu': 0.727, 'pos': 0.133, 'compound': -0.0258}",-0.0258,0.133,0.139,NEG
2536,"SAN FRANCISCO ( MarketWatch ) -- Nokia Corp , the world 's largest cell-phone maker , is using the Consumer Electronics Show in Las Vegas to introduce a high-end , thin folding phone , according to a media report Monday .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2537,"production facilities 6 July 2010 - Finnish investment group Neomarkka Oyj ( HEL : NEMBV ) said today that it will buy the former production facilities of Kuitu Finland Ltd , as part of negotiations on the option to invest in specialty cellulose fiber business .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2538,Valeant CEO Pledges to Heed Critics After `Painful' Experience,"{'neg': 0.216, 'neu': 0.784, 'pos': 0.0, 'compound': -0.296}",-0.296,0.0,0.216,NEG
2539,Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2540,Valeant Said to Name New CEO With Pearson Still Hospitalized,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2541,"Seven-month sales of Ragutis , which is controlled by the Finnish brewery Olvi , declined by 11.2 percent , to 15.41 million liters , and the company held 9.89 percent of the market .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2542,These companies will be able to keep their market positions .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2543,"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2544,"Operating profit was EUR 11.07 mn , up from EUR 8.65 mn .","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,0.225,0.0,POS
2545,Pentik+ñinen emphasises that the most of the internet contents media houses provide can not be free forever .,"{'neg': 0.144, 'neu': 0.856, 'pos': 0.0, 'compound': -0.4023}",-0.4023,0.0,0.144,NEG
2546,"Dopplr members share personal and business travel plans privately with their networks , and highlight interesting places to stay , eat and explore in cities around the world .","{'neg': 0.0, 'neu': 0.759, 'pos': 0.241, 'compound': 0.743}",0.743,0.241,0.0,POS
2547,The company now estimates its net sales in 2010 to increase considerably from 2009 and its operating result to be clearly positive .,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.8225}",0.8225,0.312,0.0,POS
2548,Currency conversions are based on exchange rates at the time of the deal .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2549,$INTC finally some nice downside move... looking for the 31 handle to break,"{'neg': 0.127, 'neu': 0.696, 'pos': 0.177, 'compound': 0.2023}",0.2023,0.177,0.127,POS
2550,"Efore 's presence here also opens up new and interesting development opportunities for our students , '' the dean of the Faculty of Electronics , Communications and Automation at TKK said .","{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.6486}",0.6486,0.164,0.0,POS
2551,@NASDboy I think the DNF crew can get this $NFLX short into the next 30 days heading into earnings,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2552,"In the building and home improvement trade , sales decreased by 6.3 % , totalling EUR 154.1 mn .","{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4588}",0.4588,0.176,0.0,POS
2553,The issuer is solely responsible for the content of this announcement .,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.3182}",0.3182,0.187,0.0,POS
2554,London Stock Exchange seals Â£22 billion merger with Germany's Deutsche BÃ¶rse,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2555,Diluted earnings per share ( EPS ) rose to EUR 0.52 versus EUR 0.09 .,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.296}",0.296,0.167,0.0,POS
2556,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,"{'neg': 0.0, 'neu': 0.917, 'pos': 0.083, 'compound': 0.4404}",0.4404,0.083,0.0,POS
2557,Prices and delivery volumes of broadband products decreased significantly in 2005 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2558,LONDON MORNING BRIEFING: HSBC And Standard Chartered Shares Rise,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.296}",0.296,0.216,0.0,POS
2559,@Dojiknows th SP and the potential of QNX BES10 and BBM  cross platform will bring good news in time $bbry,"{'neg': 0.0, 'neu': 0.868, 'pos': 0.132, 'compound': 0.4404}",0.4404,0.132,0.0,POS
2560,"`` There 's the issue of thieves stealing them from building sites , '' said Mr Smith .","{'neg': 0.333, 'neu': 0.667, 'pos': 0.0, 'compound': -0.7906}",-0.7906,0.0,0.333,NEG
2561,`` The Government has had a very professional approach in assessing the offer .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2562,Travis Perkins Hikes Dividend 20% As Profit And Revenue Rise,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,0.244,0.0,POS
2563,Stichting Pensioenfonds ABP : 4 118 122 shares representing 5.19 % of the share capital and voting rights .,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.5267}",0.5267,0.253,0.0,POS
2564,"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .","{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,0.153,0.0,POS
2565,"BAWAG - Is to issue a benchmark , covered deal .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2566,Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,"{'neg': 0.0, 'neu': 0.892, 'pos': 0.108, 'compound': 0.4404}",0.4404,0.108,0.0,POS
2567,"Fortum expects its annual capital expenditure in the next four to five years to be within a range of EUR 0.8-1 .2 billion , as earlier announced .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2568,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .","{'neg': 0.0, 'neu': 0.942, 'pos': 0.058, 'compound': 0.296}",0.296,0.058,0.0,POS
2569,The per-share subscription price of the shares subscribed with the option rights was EUR 1.35 .,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.296}",0.296,0.136,0.0,POS
2570,Altia 's operating profit jumped to EUR 47 million from EUR 6.6 million .,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.4404}",0.4404,0.195,0.0,POS
2571,Nokia Siemens Networks has struggled to make a profit in the past two years .,"{'neg': 0.147, 'neu': 0.675, 'pos': 0.178, 'compound': 0.128}",0.128,0.178,0.147,POS
2572,"The Vuokatti unit will be developed to focus especially on the manufacture of prototypes , the ramp-up of new products and the demanding testing and after-sales services .","{'neg': 0.071, 'neu': 0.929, 'pos': 0.0, 'compound': -0.2263}",-0.2263,0.0,0.071,NEG
2573,"An  of the invention , released by the Patent Office , said : `` A non-coherent search matrix is formed of said correlation function matrix .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2574,The group reiterated its forecast that handset manufacturers will sell around 915 mln units this year globally .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2575,The earnings in the comparative period included a capital gain of EUR 8mn from the sale of OMX shares .,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6808}",0.6808,0.259,0.0,POS
2576,$fb small long 109.25 via calls,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2577,"Again , the most significant sales increase of 18.6 % was in Russia .","{'neg': 0.0, 'neu': 0.659, 'pos': 0.341, 'compound': 0.5657}",0.5657,0.341,0.0,POS
2578,Finnish component supplier Componenta Corporation OMX Helsinki : CTH1V said on Monday 16 June that it is changing its pricing cycle due to the increase of raw material prices .,"{'neg': 0.0, 'neu': 0.922, 'pos': 0.078, 'compound': 0.3182}",0.3182,0.078,0.0,POS
2579,"Financial , strategic and operational factors are considered .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2580,G4S slides on balance sheet worries,"{'neg': 0.359, 'neu': 0.641, 'pos': 0.0, 'compound': -0.4215}",-0.4215,0.0,0.359,NEG
2581,"2010 16 July 2010 - Finnish steel maker Rautaruukki Oyj HEL : RTRKS , or Ruukki , said today it turned to a net profit of EUR20m in the second quarter of 2010 from a net loss of EUR94m in the corresponding period last year .","{'neg': 0.055, 'neu': 0.877, 'pos': 0.069, 'compound': 0.1531}",0.1531,0.069,0.055,POS
2582,As an overall effect of the above-mentioned measures Glaston will recognize non-recurring expenses of EUR 12 million in the fourth quarter of 2008 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2583,Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,0.153,0.0,POS
2584,The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2585,Merged LSE and Deutsche BÃ¶rse would be led by Germany's Kengeter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2586,"The total delivery volume of paper businesses in 2010 was 1,155,000 tonnes , up from 1,132,000 tonnes in 2009 .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2587,"With the acquisition , the company will expand its offering to North , Central and South America , it said .","{'neg': 0.0, 'neu': 0.874, 'pos': 0.126, 'compound': 0.3182}",0.3182,0.126,0.0,POS
2588,"Together with Latvia , Cramo will operate 54 rental outlets in the Baltic States .","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2589,"The value of the contract is about EUR1 .0 m. Poyry , headquartered in Vantaa , Finland provides consulting and engineering services to the energy , forestry and infrastructure & environment sectors .","{'neg': 0.0, 'neu': 0.852, 'pos': 0.148, 'compound': 0.5423}",0.5423,0.148,0.0,POS
2590,"`` Subscribers can browse free numbers with their handset , and select the numbers , packages and services they prefer when activating the phone .","{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.5106}",0.5106,0.136,0.0,POS
2591,Connectivity Services include outsourced Scan and Capture which transfers paper invoices into electronic format and Basware Business Transactions Service enables the customer to receive and send invoices in an electronic format .,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,NEUTRAL
2592,"At the same time , sales development in Russia was boosted by the opening of Stockmann Nevsky Centre in St Petersburg .","{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.3612}",0.3612,0.116,0.0,POS
